Date,DateText,Median Global Temp C Deviation,Bias Uncertainty (Lower 95 CI),Bias Uncertainty (Upper 95 CI),Measurement and Sampling Uncertainty (Lower 95 CI),Measurement and Sampling Uncertainty (Upper 95 CI),Coverage Uncertainty (Lower 95 CI),Coverage Uncertainty (Upper 95 CI),"Measurement, Sampling, and Bias Uncertainty (Lower 95 CI)","Measurement, Sampling, and Bias Uncertainty (Upper 95 CI)",Combined Uncertainty (Lower 95 CI),Combined Uncertainty (Upper 95 CI)
1884-12-01,1884/12,-0.415,-0.47700000000000004,-0.35200000000000004,-0.508,-0.32299999999999995,-0.61,-0.221,-0.527,-0.304,-0.639,-0.191
1885-01-01,1885/01,-0.502,-0.5710000000000001,-0.452,-0.6,-0.40399999999999997,-0.763,-0.24100000000000002,-0.621,-0.39,-0.7909999999999999,-0.221
1885-02-01,1885/02,-0.41200000000000003,-0.478,-0.353,-0.503,-0.321,-0.6409999999999999,-0.183,-0.527,-0.304,-0.67,-0.159
1885-03-01,1885/03,-0.48200000000000004,-0.547,-0.424,-0.5770000000000001,-0.38799999999999996,-0.6890000000000001,-0.275,-0.597,-0.37,-0.7190000000000001,-0.247
1885-04-01,1885/04,-0.469,-0.528,-0.41600000000000004,-0.5589999999999999,-0.379,-0.655,-0.28300000000000003,-0.5770000000000001,-0.361,-0.685,-0.254
1885-05-01,1885/05,-0.518,-0.605,-0.467,-0.606,-0.43,-0.71,-0.326,-0.628,-0.41200000000000003,-0.738,-0.299
1885-06-01,1885/06,-0.486,-0.546,-0.434,-0.58,-0.39299999999999996,-0.65,-0.322,-0.598,-0.377,-0.685,-0.289
1885-07-01,1885/07,-0.316,-0.384,-0.257,-0.408,-0.22399999999999998,-0.511,-0.121,-0.428,-0.205,-0.54,-0.091
1885-08-01,1885/08,-0.505,-0.561,-0.457,-0.597,-0.414,-0.765,-0.24600000000000002,-0.613,-0.4,-0.787,-0.225
1885-09-01,1885/09,-0.32899999999999996,-0.38299999999999995,-0.281,-0.423,-0.23600000000000002,-0.56,-0.099,-0.43700000000000006,-0.223,-0.584,-0.076
1885-10-01,1885/10,-0.242,-0.29600000000000004,-0.19,-0.33299999999999996,-0.15,-0.447,-0.036000000000000004,-0.348,-0.134,-0.473,-0.008
1885-11-01,1885/11,-0.262,-0.32299999999999995,-0.212,-0.35200000000000004,-0.171,-0.435,-0.08800000000000001,-0.368,-0.154,-0.46399999999999997,-0.057
1885-12-01,1885/12,-0.155,-0.218,-0.092,-0.243,-0.066,-0.336,0.026000000000000002,-0.262,-0.047,-0.364,0.057
1886-01-01,1886/01,-0.396,-0.465,-0.34700000000000003,-0.486,-0.307,-0.655,-0.138,-0.507,-0.29100000000000004,-0.679,-0.12
1886-02-01,1886/02,-0.47,-0.535,-0.409,-0.56,-0.38,-0.6940000000000001,-0.24600000000000002,-0.581,-0.361,-0.72,-0.22
1886-03-01,1886/03,-0.41200000000000003,-0.473,-0.355,-0.501,-0.322,-0.614,-0.21,-0.52,-0.305,-0.6409999999999999,-0.183
1886-04-01,1886/04,-0.33799999999999997,-0.396,-0.28,-0.429,-0.248,-0.523,-0.154,-0.449,-0.23,-0.5539999999999999,-0.124
1886-05-01,1886/05,-0.188,-0.271,-0.131,-0.282,-0.09300000000000001,-0.385,0.01,-0.302,-0.07400000000000001,-0.415,0.040999999999999995
1886-06-01,1886/06,-0.382,-0.436,-0.327,-0.47100000000000003,-0.293,-0.5429999999999999,-0.221,-0.49,-0.276,-0.5760000000000001,-0.18899999999999997
1886-07-01,1886/07,-0.28,-0.34,-0.22,-0.37200000000000005,-0.188,-0.483,-0.077,-0.39,-0.17,-0.51,-0.049
1886-08-01,1886/08,-0.335,-0.39,-0.28300000000000003,-0.42100000000000004,-0.248,-0.588,-0.081,-0.436,-0.23399999999999999,-0.608,-0.061
1886-09-01,1886/09,-0.43200000000000005,-0.485,-0.38,-0.524,-0.341,-0.6659999999999999,-0.19899999999999998,-0.54,-0.32799999999999996,-0.69,-0.177
1886-10-01,1886/10,-0.361,-0.41700000000000004,-0.308,-0.456,-0.266,-0.562,-0.16,-0.47,-0.249,-0.588,-0.129
1886-11-01,1886/11,-0.423,-0.485,-0.374,-0.517,-0.32799999999999996,-0.593,-0.252,-0.5329999999999999,-0.314,-0.625,-0.22
1886-12-01,1886/12,-0.42,-0.485,-0.358,-0.511,-0.32899999999999996,-0.605,-0.23600000000000002,-0.532,-0.31,-0.635,-0.205
1887-01-01,1887/01,-0.5660000000000001,-0.634,-0.511,-0.6559999999999999,-0.47600000000000003,-0.828,-0.304,-0.6779999999999999,-0.46,-0.853,-0.285
1887-02-01,1887/02,-0.556,-0.624,-0.49700000000000005,-0.65,-0.461,-0.785,-0.326,-0.6729999999999999,-0.444,-0.8140000000000001,-0.302
1887-03-01,1887/03,-0.457,-0.523,-0.401,-0.556,-0.359,-0.669,-0.245,-0.574,-0.342,-0.6990000000000001,-0.21600000000000003
1887-04-01,1887/04,-0.435,-0.496,-0.37799999999999995,-0.537,-0.33299999999999996,-0.616,-0.254,-0.557,-0.318,-0.654,-0.221
1887-05-01,1887/05,-0.355,-0.445,-0.294,-0.449,-0.26,-0.5479999999999999,-0.161,-0.47100000000000003,-0.239,-0.579,-0.128
1887-06-01,1887/06,-0.40399999999999997,-0.466,-0.34700000000000003,-0.49700000000000005,-0.31,-0.563,-0.244,-0.518,-0.294,-0.6,-0.21
1887-07-01,1887/07,-0.27399999999999997,-0.33899999999999997,-0.221,-0.366,-0.182,-0.47200000000000003,-0.075,-0.386,-0.166,-0.502,-0.049
1887-08-01,1887/08,-0.36200000000000004,-0.42100000000000004,-0.318,-0.45,-0.273,-0.614,-0.11,-0.47200000000000003,-0.263,-0.639,-0.094
1887-09-01,1887/09,-0.337,-0.39399999999999996,-0.287,-0.43200000000000005,-0.242,-0.5660000000000001,-0.10800000000000001,-0.449,-0.22899999999999998,-0.593,-0.084
1887-10-01,1887/10,-0.499,-0.556,-0.44299999999999995,-0.596,-0.401,-0.7,-0.297,-0.61,-0.381,-0.727,-0.263
1887-11-01,1887/11,-0.40399999999999997,-0.461,-0.35600000000000004,-0.498,-0.31,-0.564,-0.245,-0.513,-0.295,-0.596,-0.21
1887-12-01,1887/12,-0.395,-0.45899999999999996,-0.337,-0.491,-0.299,-0.584,-0.20600000000000002,-0.512,-0.284,-0.618,-0.17600000000000002
1888-01-01,1888/01,-0.591,-0.6579999999999999,-0.531,-0.688,-0.494,-0.879,-0.303,-0.7090000000000001,-0.47700000000000004,-0.903,-0.28300000000000003
1888-02-01,1888/02,-0.44,-0.513,-0.385,-0.532,-0.349,-0.6920000000000001,-0.188,-0.556,-0.332,-0.718,-0.166
1888-03-01,1888/03,-0.534,-0.606,-0.473,-0.628,-0.44,-0.748,-0.321,-0.649,-0.42100000000000004,-0.7759999999999999,-0.292
1888-04-01,1888/04,-0.23800000000000002,-0.295,-0.18600000000000003,-0.331,-0.145,-0.42100000000000004,-0.054000000000000006,-0.35200000000000004,-0.129,-0.455,-0.026000000000000002
1888-05-01,1888/05,-0.34700000000000003,-0.42700000000000005,-0.28800000000000003,-0.444,-0.25,-0.541,-0.153,-0.46299999999999997,-0.23,-0.5710000000000001,-0.11900000000000001
1888-06-01,1888/06,-0.292,-0.353,-0.24600000000000002,-0.391,-0.193,-0.449,-0.135,-0.41,-0.18100000000000002,-0.489,-0.1
1888-07-01,1888/07,-0.304,-0.368,-0.24,-0.4,-0.209,-0.503,-0.106,-0.41600000000000004,-0.188,-0.531,-0.073
1888-08-01,1888/08,-0.278,-0.34299999999999997,-0.23,-0.371,-0.185,-0.535,-0.021,-0.389,-0.17300000000000001,-0.56,-0.002
1888-09-01,1888/09,-0.21899999999999997,-0.27899999999999997,-0.172,-0.314,-0.124,-0.44,0.003,-0.33299999999999996,-0.111,-0.469,0.026000000000000002
1888-10-01,1888/10,-0.095,-0.146,-0.038,-0.19,0.001,-0.301,0.11199999999999999,-0.203,0.021,-0.326,0.14400000000000002
1888-11-01,1888/11,-0.19399999999999998,-0.262,-0.146,-0.287,-0.10099999999999999,-0.37200000000000005,-0.017,-0.306,-0.086,-0.40399999999999997,0.013999999999999999
1888-12-01,1888/12,-0.16899999999999998,-0.24600000000000002,-0.114,-0.263,-0.076,-0.37799999999999995,0.039,-0.29,-0.06,-0.41100000000000003,0.065
1889-01-01,1889/01,-0.067,-0.135,-0.005,-0.163,0.027999999999999997,-0.361,0.22699999999999998,-0.185,0.047,-0.384,0.247
1889-02-01,1889/02,-0.08199999999999999,-0.158,-0.023,-0.177,0.012,-0.335,0.171,-0.20199999999999999,0.028999999999999998,-0.363,0.193
1889-03-01,1889/03,-0.064,-0.13699999999999998,0.001,-0.16899999999999998,0.04,-0.284,0.155,-0.19,0.06,-0.317,0.18899999999999997
1889-04-01,1889/04,0.01,-0.048,0.068,-0.094,0.114,-0.174,0.19399999999999998,-0.114,0.132,-0.213,0.231
1889-05-01,1889/05,-0.08,-0.171,-0.021,-0.182,0.022000000000000002,-0.27,0.109,-0.204,0.042,-0.305,0.147
1889-06-01,1889/06,-0.14400000000000002,-0.215,-0.084,-0.24100000000000002,-0.048,-0.303,0.015,-0.262,-0.027999999999999997,-0.341,0.053
1889-07-01,1889/07,-0.191,-0.263,-0.12300000000000001,-0.29100000000000004,-0.092,-0.386,0.004,-0.311,-0.07,-0.419,0.039
1889-08-01,1889/08,-0.22,-0.282,-0.17,-0.316,-0.124,-0.47600000000000003,0.036000000000000004,-0.336,-0.11199999999999999,-0.503,0.055999999999999994
1889-09-01,1889/09,-0.381,-0.449,-0.332,-0.48100000000000004,-0.28,-0.61,-0.151,-0.504,-0.267,-0.643,-0.127
1889-10-01,1889/10,-0.298,-0.361,-0.23600000000000002,-0.39799999999999996,-0.19699999999999998,-0.515,-0.08,-0.414,-0.177,-0.5429999999999999,-0.048
1889-11-01,1889/11,-0.39799999999999996,-0.467,-0.335,-0.499,-0.297,-0.589,-0.207,-0.515,-0.27699999999999997,-0.621,-0.17
1889-12-01,1889/12,-0.179,-0.254,-0.122,-0.276,-0.08199999999999999,-0.391,0.033,-0.299,-0.061,-0.42100000000000004,0.065
1890-01-01,1890/01,-0.32899999999999996,-0.39399999999999996,-0.272,-0.428,-0.22899999999999998,-0.611,-0.046,-0.452,-0.21100000000000002,-0.638,-0.024
1890-02-01,1890/02,-0.368,-0.446,-0.302,-0.47100000000000003,-0.265,-0.625,-0.111,-0.496,-0.244,-0.655,-0.083
1890-03-01,1890/03,-0.46299999999999997,-0.537,-0.39299999999999996,-0.5589999999999999,-0.36700000000000005,-0.687,-0.239,-0.584,-0.344,-0.716,-0.20800000000000002
1890-04-01,1890/04,-0.324,-0.39,-0.259,-0.42,-0.228,-0.512,-0.136,-0.444,-0.205,-0.547,-0.102
1890-05-01,1890/05,-0.41700000000000004,-0.512,-0.35600000000000004,-0.519,-0.315,-0.611,-0.223,-0.544,-0.295,-0.648,-0.187
1890-06-01,1890/06,-0.371,-0.446,-0.311,-0.465,-0.27699999999999997,-0.537,-0.205,-0.489,-0.259,-0.575,-0.171
1890-07-01,1890/07,-0.405,-0.489,-0.337,-0.507,-0.303,-0.598,-0.212,-0.53,-0.281,-0.635,-0.175
1890-08-01,1890/08,-0.41600000000000004,-0.493,-0.369,-0.513,-0.32,-0.6659999999999999,-0.16699999999999998,-0.537,-0.309,-0.696,-0.147
1890-09-01,1890/09,-0.473,-0.5379999999999999,-0.42200000000000004,-0.5720000000000001,-0.374,-0.703,-0.242,-0.594,-0.359,-0.735,-0.217
1890-10-01,1890/10,-0.498,-0.568,-0.435,-0.6,-0.397,-0.723,-0.273,-0.618,-0.376,-0.752,-0.24100000000000002
1890-11-01,1890/11,-0.555,-0.62,-0.499,-0.657,-0.45299999999999996,-0.741,-0.37,-0.6779999999999999,-0.43799999999999994,-0.778,-0.336
1890-12-01,1890/12,-0.41100000000000003,-0.488,-0.353,-0.509,-0.313,-0.62,-0.201,-0.535,-0.294,-0.655,-0.172
1891-01-01,1891/01,-0.512,-0.584,-0.45299999999999996,-0.613,-0.41100000000000003,-0.8170000000000001,-0.207,-0.64,-0.391,-0.8440000000000001,-0.185
1891-02-01,1891/02,-0.474,-0.551,-0.40700000000000003,-0.573,-0.376,-0.7490000000000001,-0.2,-0.601,-0.353,-0.777,-0.174
1891-03-01,1891/03,-0.363,-0.442,-0.29100000000000004,-0.469,-0.258,-0.595,-0.131,-0.494,-0.23600000000000002,-0.628,-0.098
1891-04-01,1891/04,-0.358,-0.429,-0.29600000000000004,-0.462,-0.254,-0.5529999999999999,-0.163,-0.486,-0.233,-0.591,-0.126
1891-05-01,1891/05,-0.19899999999999998,-0.306,-0.13699999999999998,-0.298,-0.099,-0.381,-0.016,-0.326,-0.078,-0.42,0.021
1891-06-01,1891/06,-0.28800000000000003,-0.37,-0.221,-0.389,-0.187,-0.436,-0.14,-0.414,-0.16699999999999998,-0.48200000000000004,-0.096
1891-07-01,1891/07,-0.32299999999999995,-0.406,-0.24600000000000002,-0.424,-0.223,-0.516,-0.13,-0.44799999999999995,-0.196,-0.552,-0.091
1891-08-01,1891/08,-0.313,-0.4,-0.254,-0.42100000000000004,-0.205,-0.57,-0.057,-0.44799999999999995,-0.192,-0.605,-0.032
1891-09-01,1891/09,-0.193,-0.275,-0.13699999999999998,-0.297,-0.08800000000000001,-0.42700000000000005,0.040999999999999995,-0.324,-0.07200000000000001,-0.46299999999999997,0.068
1891-10-01,1891/10,-0.322,-0.40700000000000003,-0.267,-0.43,-0.214,-0.5589999999999999,-0.085,-0.455,-0.195,-0.594,-0.054000000000000006
1891-11-01,1891/11,-0.541,-0.607,-0.478,-0.6409999999999999,-0.441,-0.721,-0.361,-0.6579999999999999,-0.42,-0.754,-0.32299999999999995
1891-12-01,1891/12,-0.115,-0.20600000000000002,-0.054000000000000006,-0.215,-0.013999999999999999,-0.332,0.102,-0.242,0.006999999999999999,-0.366,0.135
1892-01-01,1892/01,-0.39799999999999996,-0.473,-0.337,-0.495,-0.301,-0.708,-0.08900000000000001,-0.527,-0.282,-0.736,-0.07
1892-02-01,1892/02,-0.11199999999999999,-0.188,-0.055,-0.212,-0.011000000000000001,-0.37799999999999995,0.155,-0.24,0.006,-0.409,0.17800000000000002
1892-03-01,1892/03,-0.47,-0.546,-0.40399999999999997,-0.573,-0.36700000000000005,-0.693,-0.247,-0.596,-0.34600000000000003,-0.725,-0.214
1892-04-01,1892/04,-0.484,-0.551,-0.42100000000000004,-0.591,-0.376,-0.664,-0.303,-0.618,-0.358,-0.7090000000000001,-0.265
1892-05-01,1892/05,-0.40299999999999997,-0.5,-0.33799999999999997,-0.507,-0.299,-0.591,-0.215,-0.535,-0.276,-0.632,-0.175
1892-06-01,1892/06,-0.461,-0.535,-0.386,-0.575,-0.34600000000000003,-0.624,-0.298,-0.597,-0.324,-0.6729999999999999,-0.247
1892-07-01,1892/07,-0.526,-0.608,-0.45299999999999996,-0.637,-0.415,-0.722,-0.32899999999999996,-0.664,-0.39299999999999996,-0.767,-0.29
1892-08-01,1892/08,-0.44299999999999995,-0.535,-0.382,-0.5489999999999999,-0.337,-0.695,-0.191,-0.5760000000000001,-0.32299999999999995,-0.73,-0.166
1892-09-01,1892/09,-0.325,-0.39799999999999996,-0.27699999999999997,-0.444,-0.207,-0.5539999999999999,-0.096,-0.467,-0.195,-0.597,-0.065
1892-10-01,1892/10,-0.441,-0.524,-0.382,-0.5589999999999999,-0.324,-0.659,-0.22399999999999998,-0.5820000000000001,-0.306,-0.701,-0.18600000000000003
1892-11-01,1892/11,-0.627,-0.695,-0.56,-0.7390000000000001,-0.514,-0.82,-0.433,-0.758,-0.496,-0.86,-0.39299999999999996
1892-12-01,1892/12,-0.7929999999999999,-0.8759999999999999,-0.731,-0.904,-0.6829999999999999,-1.003,-0.584,-0.934,-0.664,-1.047,-0.5479999999999999
1893-01-01,1893/01,-0.9740000000000001,-1.057,-0.9129999999999999,-1.082,-0.866,-1.286,-0.6629999999999999,-1.111,-0.85,-1.3159999999999998,-0.6409999999999999
1893-02-01,1893/02,-0.727,-0.807,-0.659,-0.838,-0.616,-0.9690000000000001,-0.484,-0.865,-0.597,-1.0070000000000001,-0.45299999999999996
1893-03-01,1893/03,-0.373,-0.45799999999999996,-0.305,-0.475,-0.271,-0.596,-0.149,-0.502,-0.249,-0.63,-0.11699999999999999
1893-04-01,1893/04,-0.5670000000000001,-0.64,-0.507,-0.6759999999999999,-0.45799999999999996,-0.755,-0.37799999999999995,-0.6990000000000001,-0.439,-0.797,-0.33899999999999997
1893-05-01,1893/05,-0.5589999999999999,-0.6559999999999999,-0.494,-0.662,-0.455,-0.7440000000000001,-0.373,-0.691,-0.433,-0.7859999999999999,-0.33399999999999996
1893-06-01,1893/06,-0.45899999999999996,-0.542,-0.39299999999999996,-0.574,-0.344,-0.619,-0.299,-0.598,-0.325,-0.6709999999999999,-0.25
1893-07-01,1893/07,-0.27699999999999997,-0.36200000000000004,-0.204,-0.392,-0.162,-0.469,-0.085,-0.415,-0.142,-0.513,-0.042
1893-08-01,1893/08,-0.29100000000000004,-0.377,-0.23800000000000002,-0.395,-0.188,-0.5429999999999999,-0.039,-0.42200000000000004,-0.177,-0.579,-0.018000000000000002
1893-09-01,1893/09,-0.43,-0.501,-0.38,-0.531,-0.32899999999999996,-0.66,-0.2,-0.557,-0.315,-0.695,-0.175
1893-10-01,1893/10,-0.27399999999999997,-0.35,-0.217,-0.38,-0.168,-0.48700000000000004,-0.062,-0.40399999999999997,-0.15,-0.524,-0.027999999999999997
1893-11-01,1893/11,-0.415,-0.485,-0.348,-0.523,-0.306,-0.594,-0.235,-0.546,-0.28800000000000003,-0.637,-0.196
1893-12-01,1893/12,-0.34,-0.41700000000000004,-0.27399999999999997,-0.444,-0.23600000000000002,-0.556,-0.12300000000000001,-0.469,-0.214,-0.591,-0.08900000000000001
1894-01-01,1894/01,-0.465,-0.539,-0.41100000000000003,-0.573,-0.358,-0.762,-0.16899999999999998,-0.599,-0.34,-0.7909999999999999,-0.14400000000000002
1894-02-01,1894/02,-0.374,-0.461,-0.312,-0.47700000000000004,-0.271,-0.637,-0.111,-0.504,-0.247,-0.667,-0.081
1894-03-01,1894/03,-0.38,-0.46799999999999997,-0.31,-0.485,-0.27399999999999997,-0.605,-0.154,-0.514,-0.252,-0.642,-0.12
1894-04-01,1894/04,-0.38799999999999996,-0.46299999999999997,-0.32799999999999996,-0.48700000000000004,-0.289,-0.573,-0.203,-0.513,-0.268,-0.612,-0.168
1894-05-01,1894/05,-0.42100000000000004,-0.524,-0.361,-0.525,-0.317,-0.611,-0.23199999999999998,-0.5579999999999999,-0.297,-0.655,-0.196
1894-06-01,1894/06,-0.493,-0.5720000000000001,-0.424,-0.6,-0.385,-0.653,-0.332,-0.622,-0.364,-0.698,-0.28600000000000003
1894-07-01,1894/07,-0.315,-0.406,-0.24100000000000002,-0.424,-0.20600000000000002,-0.509,-0.121,-0.452,-0.183,-0.5529999999999999,-0.081
1894-08-01,1894/08,-0.341,-0.424,-0.281,-0.436,-0.24600000000000002,-0.5920000000000001,-0.09,-0.462,-0.23,-0.621,-0.067
1894-09-01,1894/09,-0.45799999999999996,-0.528,-0.405,-0.565,-0.35200000000000004,-0.688,-0.22899999999999998,-0.586,-0.336,-0.722,-0.19899999999999998
1894-10-01,1894/10,-0.444,-0.528,-0.37799999999999995,-0.551,-0.336,-0.652,-0.235,-0.574,-0.317,-0.69,-0.19899999999999998
1894-11-01,1894/11,-0.42,-0.49700000000000005,-0.35100000000000003,-0.526,-0.315,-0.612,-0.22899999999999998,-0.551,-0.295,-0.653,-0.192
1894-12-01,1894/12,-0.41,-0.484,-0.35200000000000004,-0.51,-0.31,-0.62,-0.2,-0.537,-0.29,-0.6559999999999999,-0.16899999999999998
1895-01-01,1895/01,-0.49700000000000005,-0.5760000000000001,-0.44,-0.597,-0.39799999999999996,-0.787,-0.20800000000000002,-0.628,-0.38,-0.8170000000000001,-0.188
1895-02-01,1895/02,-0.677,-0.76,-0.616,-0.779,-0.5760000000000001,-0.925,-0.43,-0.8079999999999999,-0.555,-0.958,-0.402
1895-03-01,1895/03,-0.519,-0.61,-0.45299999999999996,-0.623,-0.415,-0.748,-0.29,-0.654,-0.39299999999999996,-0.785,-0.258
1895-04-01,1895/04,-0.405,-0.48,-0.337,-0.512,-0.298,-0.602,-0.209,-0.539,-0.276,-0.643,-0.17
1895-05-01,1895/05,-0.415,-0.508,-0.354,-0.526,-0.305,-0.61,-0.22,-0.55,-0.28300000000000003,-0.652,-0.179
1895-06-01,1895/06,-0.33299999999999996,-0.418,-0.265,-0.43200000000000005,-0.233,-0.499,-0.16699999999999998,-0.46,-0.21100000000000002,-0.542,-0.127
1895-07-01,1895/07,-0.348,-0.43700000000000006,-0.268,-0.452,-0.244,-0.537,-0.158,-0.47700000000000004,-0.217,-0.5760000000000001,-0.11699999999999999
1895-08-01,1895/08,-0.261,-0.33799999999999997,-0.203,-0.35700000000000004,-0.165,-0.513,-0.009000000000000001,-0.382,-0.151,-0.542,0.012
1895-09-01,1895/09,-0.284,-0.355,-0.23800000000000002,-0.382,-0.185,-0.512,-0.055999999999999994,-0.406,-0.171,-0.545,-0.031
1895-10-01,1895/10,-0.337,-0.40299999999999997,-0.27899999999999997,-0.43200000000000005,-0.24100000000000002,-0.547,-0.126,-0.452,-0.222,-0.5760000000000001,-0.096
1895-11-01,1895/11,-0.297,-0.36700000000000005,-0.22699999999999998,-0.396,-0.198,-0.488,-0.105,-0.418,-0.177,-0.523,-0.071
1895-12-01,1895/12,-0.318,-0.397,-0.258,-0.41700000000000004,-0.218,-0.526,-0.109,-0.444,-0.2,-0.561,-0.078
1896-01-01,1896/01,-0.21899999999999997,-0.295,-0.162,-0.32,-0.11900000000000001,-0.503,0.064,-0.349,-0.1,-0.5329999999999999,0.087
1896-02-01,1896/02,-0.23,-0.311,-0.165,-0.335,-0.125,-0.47600000000000003,0.016,-0.36,-0.102,-0.508,0.049
1896-03-01,1896/03,-0.387,-0.475,-0.317,-0.48,-0.293,-0.596,-0.177,-0.509,-0.267,-0.628,-0.14400000000000002
1896-04-01,1896/04,-0.35200000000000004,-0.423,-0.287,-0.457,-0.247,-0.539,-0.165,-0.48,-0.226,-0.578,-0.126
1896-05-01,1896/05,-0.205,-0.309,-0.14300000000000002,-0.314,-0.096,-0.395,-0.015,-0.34600000000000003,-0.075,-0.442,0.024
1896-06-01,1896/06,-0.11900000000000001,-0.205,-0.052000000000000005,-0.222,-0.016,-0.26899999999999996,0.031,-0.24600000000000002,0.005,-0.315,0.077
1896-07-01,1896/07,-0.11199999999999999,-0.18899999999999997,-0.047,-0.221,-0.003,-0.305,0.081,-0.243,0.017,-0.345,0.121
1896-08-01,1896/08,-0.063,-0.135,-0.011000000000000001,-0.16699999999999998,0.042,-0.311,0.18600000000000003,-0.19,0.055999999999999994,-0.34299999999999997,0.212
1896-09-01,1896/09,-0.109,-0.18,-0.06,-0.21600000000000003,-0.002,-0.35,0.133,-0.24,0.012,-0.386,0.159
1896-10-01,1896/10,-0.12300000000000001,-0.191,-0.062,-0.225,-0.021,-0.337,0.091,-0.247,-0.002,-0.371,0.12300000000000001
1896-11-01,1896/11,-0.28600000000000003,-0.359,-0.221,-0.389,-0.182,-0.465,-0.106,-0.408,-0.163,-0.503,-0.067
1896-12-01,1896/12,-0.034,-0.115,0.024,-0.13699999999999998,0.069,-0.237,0.16899999999999998,-0.162,0.087,-0.275,0.20199999999999999
1897-01-01,1897/01,-0.203,-0.27699999999999997,-0.134,-0.308,-0.09699999999999999,-0.503,0.09699999999999999,-0.335,-0.076,-0.532,0.122
1897-02-01,1897/02,-0.125,-0.204,-0.062,-0.228,-0.022000000000000002,-0.375,0.125,-0.257,-0.001,-0.409,0.154
1897-03-01,1897/03,-0.275,-0.364,-0.21100000000000002,-0.386,-0.16399999999999998,-0.48700000000000004,-0.064,-0.415,-0.141,-0.529,-0.024
1897-04-01,1897/04,-0.076,-0.147,-0.015,-0.17800000000000002,0.026000000000000002,-0.265,0.113,-0.20199999999999999,0.049,-0.303,0.15
1897-05-01,1897/05,-0.031,-0.11900000000000001,0.032,-0.131,0.07,-0.212,0.15,-0.157,0.092,-0.251,0.188
1897-06-01,1897/06,-0.155,-0.24,-0.087,-0.257,-0.052000000000000005,-0.311,0.002,-0.28300000000000003,-0.03,-0.35600000000000004,0.046
1897-07-01,1897/07,-0.157,-0.23600000000000002,-0.08199999999999999,-0.268,-0.047,-0.34299999999999997,0.027999999999999997,-0.29,-0.023,-0.385,0.07200000000000001
1897-08-01,1897/08,-0.149,-0.21899999999999997,-0.09,-0.254,-0.044000000000000004,-0.40700000000000003,0.109,-0.27699999999999997,-0.03,-0.439,0.133
1897-09-01,1897/09,-0.135,-0.204,-0.087,-0.24,-0.028999999999999998,-0.366,0.09699999999999999,-0.262,-0.013999999999999999,-0.401,0.125
1897-10-01,1897/10,-0.258,-0.33,-0.196,-0.361,-0.154,-0.46299999999999997,-0.052000000000000005,-0.381,-0.133,-0.496,-0.017
1897-11-01,1897/11,-0.45299999999999996,-0.516,-0.38299999999999995,-0.5539999999999999,-0.35100000000000003,-0.638,-0.268,-0.5760000000000001,-0.32899999999999996,-0.674,-0.23
1897-12-01,1897/12,-0.47700000000000004,-0.5589999999999999,-0.41700000000000004,-0.588,-0.366,-0.6659999999999999,-0.28800000000000003,-0.612,-0.35,-0.71,-0.25
1898-01-01,1898/01,-0.085,-0.156,-0.022000000000000002,-0.192,0.023,-0.355,0.18600000000000003,-0.218,0.045,-0.387,0.215
1898-02-01,1898/02,-0.38,-0.462,-0.322,-0.486,-0.27399999999999997,-0.617,-0.14300000000000002,-0.517,-0.255,-0.6559999999999999,-0.114
1898-03-01,1898/03,-0.7490000000000001,-0.833,-0.677,-0.858,-0.64,-0.958,-0.54,-0.883,-0.615,-0.996,-0.499
1898-04-01,1898/04,-0.573,-0.644,-0.508,-0.677,-0.469,-0.758,-0.38799999999999996,-0.7020000000000001,-0.446,-0.799,-0.348
1898-05-01,1898/05,-0.474,-0.57,-0.41600000000000004,-0.581,-0.366,-0.6629999999999999,-0.284,-0.608,-0.34700000000000003,-0.705,-0.24600000000000002
1898-06-01,1898/06,-0.319,-0.40299999999999997,-0.259,-0.423,-0.215,-0.46399999999999997,-0.174,-0.44799999999999995,-0.19699999999999998,-0.513,-0.129
1898-07-01,1898/07,-0.377,-0.455,-0.306,-0.483,-0.271,-0.578,-0.177,-0.505,-0.249,-0.615,-0.139
1898-08-01,1898/08,-0.306,-0.377,-0.252,-0.40700000000000003,-0.20600000000000002,-0.561,-0.052000000000000005,-0.43200000000000005,-0.192,-0.5920000000000001,-0.028999999999999998
1898-09-01,1898/09,-0.332,-0.405,-0.282,-0.439,-0.226,-0.564,-0.10099999999999999,-0.462,-0.209,-0.599,-0.071
1898-10-01,1898/10,-0.556,-0.624,-0.491,-0.659,-0.452,-0.758,-0.353,-0.6779999999999999,-0.433,-0.792,-0.318
1898-11-01,1898/11,-0.449,-0.52,-0.376,-0.551,-0.34700000000000003,-0.63,-0.268,-0.5720000000000001,-0.324,-0.6679999999999999,-0.228
1898-12-01,1898/12,-0.34600000000000003,-0.42700000000000005,-0.284,-0.446,-0.247,-0.525,-0.168,-0.47100000000000003,-0.226,-0.564,-0.131
1899-01-01,1899/01,-0.20800000000000002,-0.284,-0.152,-0.312,-0.10400000000000001,-0.478,0.062,-0.341,-0.084,-0.51,0.08800000000000001
1899-02-01,1899/02,-0.494,-0.579,-0.43200000000000005,-0.599,-0.38799999999999996,-0.72,-0.268,-0.63,-0.36700000000000005,-0.759,-0.23600000000000002
1899-03-01,1899/03,-0.544,-0.626,-0.478,-0.644,-0.444,-0.745,-0.344,-0.674,-0.419,-0.7829999999999999,-0.308
