Year,Month,Highest,MHHW,MHW,MSL,MTL,MLW,MLLW,DTL,GT,MN,DHQ,DLQ,HWI,LWI,Lowest,Inferred,Datum,nwlon_station_id
2009,3,2.347,1.964,1.817,1.151,1.1,0.382,-0.087,0.939,2.051,1.435,0.147,0.469,,,-0.679,0,NAVD,9444090
2009,4,2.13,1.831,1.692,1.001,1.006,0.319,-0.314,0.759,2.145,1.3730000000000002,0.139,0.633,,,-1.034,0,NAVD,9444090
2009,5,2.256,1.959,1.746,1.05,1.083,0.42,-0.324,0.818,2.283,1.3259999999999998,0.213,0.7440000000000001,,,-1.267,0,NAVD,9444090
2009,6,2.387,2.0780000000000003,1.867,1.111,1.09,0.312,-0.327,0.8759999999999999,2.405,1.555,0.211,0.639,,,-1.3230000000000002,0,NAVD,9444090
2009,7,2.333,2.0380000000000003,1.843,1.07,1.013,0.182,-0.34600000000000003,0.846,2.384,1.661,0.195,0.528,,,-1.206,0,NAVD,9444090
2009,8,2.18,1.976,1.833,1.107,1.094,0.354,-0.194,0.8909999999999999,2.17,1.479,0.14300000000000002,0.5479999999999999,,,-0.923,0,NAVD,9444090
2009,9,2.112,1.882,1.759,1.12,1.137,0.515,-0.052000000000000005,0.915,1.934,1.244,0.123,0.5670000000000001,,,-0.397,0,NAVD,9444090
2009,10,2.34,1.957,1.821,1.161,1.18,0.539,-0.02,0.969,1.977,1.2819999999999998,0.136,0.5589999999999999,,,-0.625,0,NAVD,9444090
2009,11,2.543,2.204,2.044,1.306,1.336,0.627,-0.078,1.063,2.282,1.4169999999999998,0.16,0.705,,,-0.823,0,NAVD,9444090
2009,12,2.664,2.215,2.067,1.216,1.158,0.248,-0.328,0.944,2.543,1.819,0.14800000000000002,0.5760000000000001,,,-1.168,0,NAVD,9444090
2010,1,2.832,2.466,2.295,1.496,1.472,0.648,0.002,1.234,2.464,1.6469999999999998,0.171,0.6459999999999999,,,-0.895,0,NAVD,9444090
2010,2,2.572,2.2,2.055,1.358,1.334,0.612,0.099,1.15,2.101,1.443,0.145,0.513,,,-0.477,0,NAVD,9444090
2010,3,2.545,2.053,1.929,1.26,1.263,0.596,0.098,1.0759999999999998,1.955,1.3330000000000002,0.124,0.498,,,-0.244,0,NAVD,9444090
2010,4,2.464,2.071,1.914,1.26,1.254,0.594,0.011,1.041,2.06,1.32,0.157,0.583,,,-0.768,0,NAVD,9444090
2010,5,2.276,1.996,1.808,1.107,1.158,0.508,-0.29600000000000004,0.85,2.292,1.3,0.188,0.804,,,-0.855,0,NAVD,9444090
2010,6,2.206,2.017,1.842,1.09,1.034,0.226,-0.33,0.8440000000000001,2.347,1.616,0.175,0.556,,,-1.117,0,NAVD,9444090
2010,7,2.3480000000000003,1.99,1.797,1.061,1.031,0.264,-0.272,0.8590000000000001,2.262,1.533,0.193,0.536,,,-1.011,0,NAVD,9444090
2010,8,2.194,1.96,1.7919999999999998,1.095,1.071,0.35,-0.104,0.928,2.064,1.442,0.168,0.454,,,-0.8540000000000001,0,NAVD,9444090
2010,9,2.107,1.897,1.793,1.115,1.106,0.419,-0.065,0.916,1.962,1.374,0.104,0.484,,,-0.534,0,NAVD,9444090
2010,10,2.39,1.931,1.804,1.147,1.175,0.545,-0.094,0.919,2.025,1.259,0.127,0.639,,,-0.642,0,NAVD,9444090
2010,12,2.718,2.389,2.245,1.419,1.421,0.596,-0.057,1.166,2.446,1.649,0.14400000000000002,0.653,,,-0.95,0,NAVD,9444090
2011,1,2.488,2.1790000000000003,2.007,1.209,1.19,0.3720000000000001,-0.259,0.96,2.438,1.635,0.172,0.631,,,-1.023,0,NAVD,9444090
2011,2,2.427,2.01,1.877,1.166,1.16,0.443,-0.08800000000000001,0.961,2.0980000000000003,1.4340000000000002,0.133,0.531,,,-0.716,0,NAVD,9444090
2011,3,2.471,2.126,1.997,1.37,1.359,0.721,0.237,1.182,1.889,1.276,0.129,0.484,,,-0.361,0,NAVD,9444090
2011,4,2.293,1.949,1.7819999999999998,1.164,1.18,0.578,0.002,0.976,1.947,1.204,0.16699999999999998,0.5760000000000001,,,-0.813,0,NAVD,9444090
2011,5,2.364,1.973,1.763,1.103,1.131,0.498,-0.233,0.87,2.206,1.265,0.21,0.731,,,-1.025,0,NAVD,9444090
2011,6,2.287,2.036,1.803,1.101,1.106,0.409,-0.328,0.8540000000000001,2.364,1.394,0.233,0.737,,,-1.054,0,NAVD,9444090
2011,7,2.282,2.035,1.838,1.097,1.0590000000000002,0.279,-0.292,0.872,2.327,1.5590000000000002,0.197,0.5710000000000001,,,-0.8440000000000001,0,NAVD,9444090
2011,8,2.158,1.95,1.801,1.086,1.064,0.327,-0.121,0.915,2.071,1.474,0.149,0.448,,,-0.551,0,NAVD,9444090
2011,9,2.335,1.895,1.769,1.11,1.109,0.449,-0.025,0.935,1.92,1.32,0.126,0.474,,,-0.404,0,NAVD,9444090
2011,10,2.377,1.926,1.775,1.134,1.156,0.537,-0.13699999999999998,0.895,2.063,1.238,0.151,0.674,10.41,4.31,-1.019,0,NAVD,9444090
2011,11,2.899,2.085,1.879,1.214,1.247,0.615,-0.163,0.961,2.248,1.264,0.206,0.778,10.45,4.38,-0.964,0,NAVD,9444090
2011,12,2.34,1.987,1.779,1.04,1.045,0.31,-0.354,0.8170000000000001,2.341,1.469,0.208,0.664,,,-1.25,0,NAVD,9444090
2012,1,2.67,2.168,1.968,1.24,1.204,0.439,-0.079,1.045,2.247,1.529,0.2,0.518,,,-0.8320000000000001,0,NAVD,9444090
2012,2,2.302,1.996,1.857,1.152,1.133,0.408,-0.07,0.963,2.066,1.449,0.139,0.478,,,-0.4970000000000001,0,NAVD,9444090
2012,3,2.55,2.036,1.926,1.3,1.304,0.6809999999999999,0.172,1.104,1.864,1.245,0.11,0.509,,,-0.374,0,NAVD,9444090
2012,4,2.321,2.013,1.862,1.247,1.256,0.649,0.052000000000000005,1.033,1.961,1.213,0.151,0.597,,,-0.685,0,NAVD,9444090
2012,5,2.194,1.939,1.7080000000000002,1.071,1.091,0.474,-0.202,0.8690000000000001,2.141,1.234,0.231,0.6759999999999999,10.42,4.42,-1.131,0,NAVD,9444090
2012,6,2.331,2.036,1.813,1.104,1.119,0.424,-0.287,0.875,2.323,1.389,0.223,0.711,,,-1.182,0,NAVD,9444090
2012,7,2.373,2.051,1.836,1.099,1.063,0.289,-0.29,0.8809999999999999,2.341,1.547,0.215,0.579,,,-0.993,0,NAVD,9444090
2012,8,2.103,1.969,1.805,1.108,1.111,0.416,-0.113,0.928,2.082,1.389,0.16399999999999998,0.529,,,-0.8370000000000001,0,NAVD,9444090
2012,9,2.094,1.82,1.703,1.071,1.068,0.4320000000000001,0.025,0.923,1.795,1.271,0.117,0.407,,,-0.32299999999999995,0,NAVD,9444090
2012,10,2.299,1.923,1.779,1.159,1.178,0.5760000000000001,-0.012,0.956,1.935,1.203,0.14400000000000002,0.588,10.48,4.38,-0.775,0,NAVD,9444090
2012,11,2.549,2.168,1.968,1.31,1.345,0.722,-0.04,1.064,2.208,1.246,0.2,0.762,,,-1.126,0,NAVD,9444090
2012,12,2.585,2.3680000000000003,2.168,1.43,1.425,0.682,0.009000000000000001,1.189,2.359,1.486,0.2,0.6729999999999999,,,-1.052,0,NAVD,9444090
2013,1,2.572,2.03,1.849,1.125,1.1,0.35100000000000003,-0.203,0.914,2.233,1.4980000000000002,0.181,0.5539999999999999,,,-1.136,0,NAVD,9444090
2013,2,2.263,1.887,1.723,1.051,1.032,0.341,-0.117,0.885,2.004,1.382,0.16399999999999998,0.458,,,-0.795,0,NAVD,9444090
2013,3,2.048,1.857,1.724,1.081,1.072,0.419,-0.021,0.918,1.878,1.305,0.133,0.44,,,-0.532,0,NAVD,9444090
2013,4,2.122,1.841,1.682,1.051,1.07,0.458,-0.165,0.838,2.007,1.224,0.159,0.623,10.45,4.3,-0.928,0,NAVD,9444090
2013,5,2.252,1.899,1.703,1.04,1.058,0.413,-0.263,0.818,2.162,1.29,0.196,0.6759999999999999,,,-1.097,0,NAVD,9444090
2013,6,2.427,2.015,1.741,1.087,1.109,0.477,-0.234,0.8909999999999999,2.249,1.264,0.274,0.711,10.35,4.27,-1.043,0,NAVD,9444090
2013,7,2.307,2.004,1.787,1.0759999999999998,1.065,0.343,-0.224,0.89,2.228,1.444,0.217,0.5670000000000001,,,-0.986,0,NAVD,9444090
2013,8,2.087,1.945,1.779,1.115,1.1,0.42,-0.07,0.938,2.015,1.359,0.166,0.49,,,-0.674,0,NAVD,9444090
2013,9,2.149,1.914,1.803,1.1909999999999998,1.204,0.604,0.115,1.015,1.7990000000000002,1.199,0.111,0.489,10.54,4.34,-0.162,0,NAVD,9444090
2013,10,2.062,1.822,1.6909999999999998,1.086,1.094,0.4970000000000001,0.012,0.917,1.81,1.194,0.131,0.485,,,-0.488,0,NAVD,9444090
2013,11,2.224,1.972,1.767,1.101,1.126,0.485,-0.19,0.8909999999999999,2.162,1.2819999999999998,0.205,0.675,,,-0.8809999999999999,0,NAVD,9444090
2013,12,2.335,1.987,1.761,1.027,1.03,0.298,-0.411,0.7879999999999999,2.398,1.463,0.226,0.7090000000000001,,,-1.225,0,NAVD,9444090
2014,1,2.464,2.051,1.839,1.116,1.092,0.345,-0.298,0.877,2.349,1.494,0.212,0.643,,,-1.216,0,NAVD,9444090
2014,2,2.1630000000000003,1.993,1.861,1.195,1.198,0.534,0.029,1.011,1.964,1.327,0.132,0.505,,,-0.7929999999999999,0,NAVD,9444090
2014,3,2.443,1.957,1.839,1.224,1.225,0.611,0.18,1.069,1.777,1.228,0.118,0.431,,,-0.252,0,NAVD,9444090
2014,4,2.325,1.955,1.809,1.1909999999999998,1.1909999999999998,0.573,0.054000000000000006,1.005,1.901,1.236,0.146,0.519,,,-0.512,0,NAVD,9444090
2014,5,2.238,2.002,1.806,1.167,1.183,0.56,-0.117,0.943,2.119,1.246,0.196,0.677,,,-0.687,0,NAVD,9444090
2014,6,2.287,1.974,1.736,1.086,1.11,0.484,-0.244,0.865,2.218,1.252,0.238,0.728,10.36,4.28,-0.995,0,NAVD,9444090
2014,7,2.366,2.012,1.803,1.131,1.133,0.462,-0.139,0.937,2.151,1.341,0.209,0.601,,,-0.904,0,NAVD,9444090
2014,8,2.15,1.949,1.774,1.132,1.128,0.482,0.032,0.991,1.917,1.2919999999999998,0.175,0.45,,,-0.804,0,NAVD,9444090
2014,9,2.114,1.924,1.813,1.193,1.199,0.584,0.136,1.03,1.788,1.229,0.111,0.448,,,-0.417,0,NAVD,9444090
2014,10,2.507,2.072,1.953,1.339,1.348,0.743,0.204,1.138,1.868,1.21,0.119,0.539,,,-0.35100000000000003,0,NAVD,9444090
2014,11,2.58,2.107,1.912,1.266,1.278,0.643,0.017,1.062,2.09,1.269,0.195,0.626,,,-0.644,0,NAVD,9444090
2014,12,2.76,2.341,2.129,1.42,1.411,0.6920000000000001,0.076,1.209,2.265,1.4369999999999998,0.212,0.616,,,-0.742,0,NAVD,9444090
2015,1,2.582,2.126,1.951,1.223,1.195,0.438,-0.125,1.001,2.251,1.513,0.175,0.563,,,-0.83,0,NAVD,9444090
2015,2,2.436,2.081,1.906,1.253,1.255,0.603,0.046,1.064,2.035,1.3030000000000002,0.175,0.557,,,-0.5670000000000001,0,NAVD,9444090
2015,3,2.298,1.892,1.785,1.186,1.186,0.5870000000000001,0.128,1.01,1.764,1.198,0.107,0.459,,,-0.132,0,NAVD,9444090
2015,4,2.144,1.869,1.72,1.122,1.129,0.5379999999999999,0.059,0.964,1.81,1.182,0.149,0.479,10.51,4.45,-0.614,0,NAVD,9444090
2015,5,2.193,1.952,1.746,1.114,1.13,0.514,-0.111,0.921,2.063,1.232,0.206,0.625,10.42,4.4,-0.7559999999999999,0,NAVD,9444090
2015,6,2.226,2.027,1.773,1.111,1.133,0.493,-0.231,0.898,2.258,1.28,0.254,0.7240000000000001,10.37,4.28,-0.816,0,NAVD,9444090
2015,7,2.344,2.089,1.871,1.178,1.189,0.506,-0.174,0.958,2.263,1.365,0.218,0.68,,,-0.807,0,NAVD,9444090
2015,8,2.209,1.992,1.837,1.166,1.165,0.4920000000000001,-0.027000000000000003,0.983,2.019,1.345,0.155,0.519,,,-0.634,0,NAVD,9444090
2015,9,2.287,1.929,1.82,1.207,1.21,0.599,0.168,1.0490000000000002,1.761,1.221,0.109,0.431,10.56,4.33,-0.129,0,NAVD,9444090
2015,10,2.385,2.0,1.872,1.251,1.26,0.648,0.097,1.0490000000000002,1.903,1.224,0.128,0.551,10.52,4.4,-0.5920000000000001,0,NAVD,9444090
2015,11,2.335,2.061,1.879,1.233,1.255,0.631,-0.053,1.004,2.114,1.248,0.182,0.684,,,-0.951,0,NAVD,9444090
2015,12,2.9,2.395,2.129,1.482,1.485,0.841,0.125,1.26,2.27,1.288,0.266,0.716,,,-0.875,0,NAVD,9444090
2016,1,2.656,2.307,2.073,1.41,1.398,0.722,0.136,1.222,2.171,1.351,0.234,0.586,,,-0.607,0,NAVD,9444090
2016,2,2.392,2.089,1.945,1.294,1.2819999999999998,0.619,0.145,1.117,1.944,1.3259999999999998,0.14400000000000002,0.474,,,-0.5920000000000001,0,NAVD,9444090
2016,3,2.815,2.11,2.007,1.4069999999999998,1.405,0.8029999999999999,0.338,1.224,1.7719999999999998,1.204,0.103,0.465,,,0.012,0,NAVD,9444090
2016,4,2.234,1.865,1.736,1.125,1.139,0.542,-0.003,0.931,1.868,1.194,0.129,0.545,,,-0.507,0,NAVD,9444090
2016,5,2.27,1.923,1.712,1.073,1.091,0.47,-0.133,0.895,2.056,1.242,0.211,0.603,10.4,4.45,-0.938,0,NAVD,9444090
2016,6,2.326,1.999,1.74,1.081,1.097,0.453,-0.236,0.882,2.235,1.287,0.259,0.6890000000000001,10.44,4.36,-0.97,0,NAVD,9444090
2016,7,2.237,1.996,1.763,1.073,1.088,0.413,-0.264,0.866,2.26,1.35,0.233,0.677,,,-0.964,0,NAVD,9444090
2016,8,2.151,1.951,1.787,1.102,1.109,0.431,-0.118,0.917,2.069,1.356,0.16399999999999998,0.5489999999999999,,,-0.713,0,NAVD,9444090
2016,9,2.108,1.81,1.715,1.095,1.099,0.482,0.062,0.936,1.7480000000000002,1.233,0.095,0.42,,,-0.228,0,NAVD,9444090
2016,10,2.65,2.063,1.932,1.34,1.347,0.7609999999999999,0.299,1.181,1.764,1.171,0.131,0.462,10.5,4.44,-0.46,0,NAVD,9444090
2016,11,2.597,2.276,2.079,1.455,1.465,0.85,0.205,1.241,2.071,1.229,0.197,0.645,,,-0.743,0,NAVD,9444090
2016,12,2.423,2.135,1.909,1.206,1.23,0.551,-0.191,0.972,2.326,1.358,0.226,0.742,,,-1.104,0,NAVD,9444090
2017,1,2.5610000000000004,2.198,1.972,1.301,1.287,0.602,-0.061,1.069,2.259,1.37,0.226,0.6629999999999999,,,-0.942,0,NAVD,9444090
2017,2,2.6710000000000003,2.18,2.021,1.375,1.332,0.643,0.189,1.185,1.991,1.378,0.159,0.454,,,-0.462,0,NAVD,9444090
2017,3,2.307,2.042,1.923,1.3130000000000002,1.318,0.713,0.27,1.156,1.7719999999999998,1.21,0.119,0.443,,,-0.254,0,NAVD,9444090
2017,4,2.363,2.033,1.9,1.285,1.297,0.693,0.145,1.089,1.888,1.207,0.133,0.5479999999999999,,,-0.743,0,NAVD,9444090
2017,5,2.356,1.957,1.78,1.119,1.14,0.5,-0.156,0.901,2.113,1.28,0.177,0.6559999999999999,,,-1.08,0,NAVD,9444090
2017,6,2.346,2.046,1.793,1.137,1.16,0.527,-0.181,0.933,2.227,1.266,0.253,0.708,10.4,4.37,-1.186,0,NAVD,9444090
2017,7,2.281,2.003,1.737,1.086,1.105,0.473,-0.185,0.909,2.188,1.264,0.266,0.6579999999999999,10.46,4.25,-1.022,0,NAVD,9444090
2017,8,2.086,1.964,1.803,1.138,1.138,0.473,-0.058,0.953,2.022,1.33,0.161,0.531,,,-0.721,0,NAVD,9444090
2017,9,2.047,1.862,1.764,1.143,1.158,0.5529999999999999,0.048,0.955,1.814,1.211,0.098,0.505,10.6,4.38,-0.28300000000000003,0,NAVD,9444090
2017,10,2.212,1.835,1.717,1.097,1.103,0.488,0.005,0.92,1.83,1.229,0.118,0.483,,,-0.504,0,NAVD,9444090
2017,11,2.455,2.2,1.995,1.342,1.336,0.6759999999999999,0.115,1.158,2.085,1.319,0.205,0.561,,,-0.875,0,NAVD,9444090
2017,12,2.4290000000000003,2.057,1.815,1.128,1.15,0.485,-0.266,0.8959999999999999,2.323,1.33,0.242,0.7509999999999999,,,-1.236,0,NAVD,9444090
2018,1,2.612,2.285,2.08,1.334,1.328,0.575,-0.124,1.081,2.4090000000000003,1.505,0.205,0.6990000000000001,,,-1.239,0,NAVD,9444090
2018,2,2.271,1.924,1.775,1.11,1.092,0.408,-0.126,0.899,2.05,1.367,0.149,0.534,,,-0.8340000000000001,0,NAVD,9444090
2018,3,2.238,1.947,1.839,1.217,1.228,0.617,0.113,1.03,1.834,1.222,0.108,0.504,10.72,4.45,-0.337,0,NAVD,9444090
2018,4,2.2030000000000003,1.924,1.784,1.168,1.166,0.5479999999999999,0.068,0.996,1.856,1.236,0.14,0.48,,,-0.574,0,NAVD,9444090
2018,5,2.251,1.959,1.774,1.105,1.12,0.466,-0.18,0.89,2.139,1.308,0.185,0.6459999999999999,,,-0.812,0,NAVD,9444090
2018,6,2.355,2.007,1.78,1.105,1.135,0.49,-0.263,0.872,2.27,1.29,0.227,0.753,,,-1.065,0,NAVD,9444090
2018,7,2.376,2.011,1.788,1.103,1.124,0.459,-0.263,0.8740000000000001,2.274,1.329,0.223,0.722,,,-1.181,0,NAVD,9444090
2018,8,2.346,1.972,1.787,1.14,1.146,0.504,-0.051,0.961,2.023,1.283,0.185,0.555,,,-0.911,0,NAVD,9444090
2018,9,2.083,1.857,1.744,1.123,1.138,0.532,0.019,0.938,1.838,1.212,0.113,0.513,10.64,4.4,-0.591,0,NAVD,9444090
2018,10,2.1830000000000003,1.915,1.823,1.175,1.193,0.563,0.008,0.962,1.907,1.26,0.092,0.555,,,-0.426,0,NAVD,9444090
2018,11,2.4530000000000003,2.049,1.894,1.204,1.215,0.535,-0.096,0.977,2.145,1.359,0.155,0.631,,,-0.782,0,NAVD,9444090
2018,12,2.959,2.28,2.0340000000000003,1.3430000000000002,1.338,0.642,-0.032,1.124,2.312,1.392,0.246,0.674,,,-0.895,0,NAVD,9444090
2019,1,2.669,2.2430000000000003,2.103,1.335,1.3330000000000002,0.562,-0.071,1.086,2.314,1.541,0.14,0.633,,,-1.032,0,NAVD,9444090
2019,2,2.381,2.1,1.95,1.279,1.267,0.583,-0.016,1.042,2.116,1.367,0.15,0.599,,,-0.873,0,NAVD,9444090
2019,3,2.135,1.865,1.778,1.146,1.157,0.535,-0.013,0.926,1.878,1.243,0.087,0.5479999999999999,,,-0.544,0,NAVD,9444090
2019,4,2.173,1.923,1.808,1.177,1.194,0.58,0.053,0.988,1.87,1.228,0.115,0.527,,,-0.54,0,NAVD,9444090
2019,5,2.292,1.987,1.801,1.141,1.162,0.523,-0.086,0.951,2.073,1.278,0.18600000000000005,0.609,,,-0.7140000000000001,0,NAVD,9444090
2019,6,2.16,1.958,1.714,1.052,1.087,0.459,-0.326,0.816,2.2840000000000003,1.255,0.244,0.785,10.41,4.3,-0.918,0,NAVD,9444090
2019,7,2.283,2.028,1.82,1.097,1.106,0.391,-0.334,0.847,2.362,1.429,0.208,0.725,,,-1.023,0,NAVD,9444090
2019,8,2.29,1.966,1.808,1.106,1.118,0.428,-0.224,0.871,2.19,1.38,0.158,0.652,,,-0.953,0,NAVD,9444090
2019,9,2.124,1.907,1.816,1.176,1.189,0.561,0.059,0.983,1.848,1.255,0.091,0.502,,,-0.364,0,NAVD,9444090
2019,10,2.101,1.862,1.735,1.091,1.113,0.491,-0.11,0.8759999999999999,1.972,1.244,0.127,0.601,10.5,4.42,-0.8690000000000001,0,NAVD,9444090
2019,11,2.324,1.974,1.812,1.116,1.14,0.468,-0.229,0.873,2.2030000000000003,1.344,0.162,0.6970000000000001,,,-0.898,0,NAVD,9444090
2019,12,2.557,2.231,2.011,1.301,1.348,0.685,-0.147,1.042,2.378,1.3259999999999998,0.22,0.8320000000000001,,,-0.768,0,NAVD,9444090
2020,1,2.627,2.293,2.116,1.3769999999999998,1.368,0.62,-0.011,1.141,2.3040000000000003,1.496,0.177,0.631,,,-0.871,0,NAVD,9444090
2020,2,2.264,1.967,1.808,1.131,1.095,0.381,-0.133,0.917,2.1,1.4269999999999998,0.159,0.514,,,-1.012,0,NAVD,9444090
2020,3,2.126,1.89,1.785,1.129,1.111,0.436,-0.032,0.929,1.922,1.349,0.105,0.468,,,-0.54,0,NAVD,9444090
2020,4,2.116,1.856,1.733,1.069,1.09,0.446,-0.16399999999999998,0.846,2.02,1.287,0.123,0.61,,,-0.7090000000000001,0,NAVD,9444090
1975,9,11.476,11.162,11.046,10.415,10.427,9.809,9.293,10.229,1.868,1.238,0.116,0.515,10.65,4.45,8.748,1,STND,9444090
1975,10,11.704,11.357,11.22,10.592,10.607,9.991,9.452,10.406,1.905,1.228,0.13699999999999998,0.539,10.59,4.53,8.867,1,STND,9444090
1975,11,11.921,11.521,11.29,10.637,10.662,10.031,9.303,10.412,2.219,1.259,0.232,0.7290000000000001,10.58,4.57,8.726,0,STND,9444090
1975,12,12.088,11.505999999999998,,10.528,,,9.104,10.305,2.402,,,,,,8.391,0,STND,9444090
1976,1,11.796,11.467,,10.54,,,9.165,10.314,2.301,,,,,,8.388,0,STND,9444090
1976,2,11.768,11.409,,10.601,,,9.449,10.43,1.96,,,,,,8.979,0,STND,9444090
1976,3,11.723,11.253,11.107,10.507,10.515999999999998,9.921,9.495,10.375,1.759,1.186,0.146,0.4270000000000001,10.72,4.42,9.016,0,STND,9444090
1976,4,11.741,11.232,11.079,10.476,10.488,9.897,9.327,10.278,1.905,1.183,0.152,0.57,10.6,4.45,8.519,0,STND,9444090
1976,5,11.57,11.275,11.07,10.421,10.448,9.827,9.107,10.193,2.167,1.244,0.204,0.7190000000000001,10.52,4.47,8.236,0,STND,9444090
1976,6,11.701,11.348,11.104,10.439,10.464,9.824,9.077,10.211,2.271,1.28,0.244,0.747,10.63,4.47,8.355,0,STND,9444090
1976,7,11.774,11.399,,10.497,,,9.202,10.302,2.198,,,,,,8.635,1,STND,9444090
1976,8,11.552,11.354,11.146,10.507,10.515999999999998,9.885,9.351,10.351,2.002,1.262,0.207,0.5329999999999999,10.7,4.31,8.87,0,STND,9444090
1976,9,11.704,11.247,11.137,10.497,10.51,9.885,9.382,10.314,1.865,1.253,0.11,0.503,10.61,4.36,9.114,0,STND,9444090
1976,10,,11.25,,10.488,,,9.345,10.296,1.905,,,,,,,5,STND,9444090
1976,11,11.671,11.345,11.128,10.485,10.503,9.876,9.217,10.281,2.128,1.253,0.21600000000000005,0.6579999999999999,10.48,4.46,8.22,0,STND,9444090
1976,12,11.784,11.494000000000002,,10.567,,,9.199,10.345,2.295,,,,,,8.336,0,STND,9444090
1977,1,11.668,11.442,,10.525,,,9.181,10.311,2.262,,,,,,8.495,0,STND,9444090
1977,2,11.823,11.363,,10.564,,,9.37,10.366,1.993,,,,,,8.793,0,STND,9444090
1977,3,11.787,11.171,11.073,10.482,10.494000000000002,9.912,9.421,10.296,1.75,1.161,0.098,0.491,10.09,3.63,9.025,0,STND,9444090
1977,4,11.415,11.089,10.945,10.339,10.345,9.745,9.248,10.168,1.841,1.2009999999999998,0.14300000000000002,0.4970000000000001,10.14,4.46,8.669,0,STND,9444090
1977,5,11.698,11.305,,10.522,,,9.196,10.25,2.109,,,,,,8.519,0,STND,9444090
1977,6,11.619000000000002,11.339,11.086,10.415,10.439,9.79,9.028,10.183,2.31,1.295,0.253,0.762,10.52,4.39,8.232999999999999,0,STND,9444090
1977,7,11.613,11.314,11.076,10.397,10.415,9.754,9.046,10.18,2.268,1.3230000000000002,0.238,0.7070000000000001,9.63,4.24,8.266,0,STND,9444090
1977,8,11.445,11.32,,10.497,,,9.351,10.336,1.969,,,,,,8.815,0,STND,9444090
1977,9,11.558,11.25,11.14,10.534,10.534,9.93,9.491,10.369000000000002,1.759,1.21,0.11,0.439,10.94,4.51,9.26,0,STND,9444090
1977,10,11.601,11.253,11.137,10.528,10.54,9.94,9.391,10.32,1.862,1.198,0.116,0.5489999999999999,10.56,4.43,8.772,0,STND,9444090
1977,11,11.86,11.46,,10.625,,,9.348,10.403,2.112,,,,,,8.708,0,STND,9444090
1977,12,12.125,11.64,,10.744000000000002,,,9.385,10.513,2.256,,,,,,8.641,0,STND,9444090
1978,1,12.255999999999998,11.671,,10.778,,,9.498,10.583,2.173,,,,,,8.635,0,STND,9444090
1978,2,12.222,11.543,,10.735,,,9.58,10.561,1.963,,,,,,9.056,0,STND,9444090
1978,3,11.662,11.299,,10.577,,,9.485,10.390999999999998,1.814,,,,,,9.171,0,STND,9444090
1978,4,11.576,11.275,,10.54,,,9.427,10.351,1.847,,,,,,8.836,0,STND,9444090
1978,5,11.561,11.259,,10.415,,,9.214,10.235,2.045,,,,,,8.425,0,STND,9444090
1978,6,11.630999999999998,11.32,11.064,10.424,10.439,9.815,9.117,10.217,2.204,1.25,0.256,0.698,10.54,4.48,8.283999999999999,0,STND,9444090
1978,7,,11.317,,10.424,,,9.104,10.211,2.213,,,,,,,5,STND,9444090
1978,8,11.546,11.275,11.107,10.476,10.488,9.873,9.29,10.284,1.984,1.234,0.168,0.5820000000000001,10.76,4.49,8.607999999999999,0,STND,9444090
1978,9,11.576,11.244000000000002,11.14,10.537,10.543,9.949,9.507,10.375,1.737,1.192,0.104,0.442,10.7,4.46,9.092,0,STND,9444090
1978,10,11.436,11.204,11.073,10.455,10.458,9.842,9.376,10.29,1.829,1.231,0.131,0.466,10.5,4.49,8.988999999999997,0,STND,9444090
1978,11,11.692,11.311,11.101,10.455,10.47,9.839,9.162,10.235,2.149,1.262,0.21,0.677,10.42,4.5,8.658999999999999,0,STND,9444090
1978,12,11.576,11.418,11.159,10.476,10.5,9.842,9.025,10.22,2.393,1.317,0.259,0.8170000000000001,10.46,4.32,8.089,0,STND,9444090
1979,1,11.686,11.436,11.25,10.513,10.513,9.775,9.141,10.287,2.295,1.475,0.18600000000000005,0.634,,,8.287,0,STND,9444090
1979,2,11.863,11.5,11.345,10.692,10.683,10.025,9.504,10.5,1.996,1.32,0.155,0.521,,,9.111,0,STND,9444090
1979,3,11.695,11.253,11.137,10.531,10.537,9.94,9.488,10.369000000000002,1.765,1.198,0.116,0.451,10.75,4.47,9.086,0,STND,9444090
1979,4,11.421,11.207,11.07,10.467,10.47,9.869,9.33,10.269,1.878,1.2009999999999998,0.13699999999999998,0.539,10.6,4.51,8.793,0,STND,9444090
1979,5,11.47,11.226,11.031,10.412,10.43,9.833,9.168,10.199,2.057,1.198,0.195,0.664,10.46,4.52,8.641,0,STND,9444090
1979,6,11.439,11.255999999999998,11.012,10.375,10.394,9.775,9.071,10.162,2.185,1.237,0.244,0.7040000000000001,10.46,4.46,8.44,0,STND,9444090
1979,7,11.698,11.336,11.079,10.455,10.47,9.857,9.214,10.275,2.121,1.222,0.256,0.643,10.56,4.37,8.547,0,STND,9444090
1979,8,11.5,11.278,11.073,10.455,10.464,9.854,9.29,10.284,1.99,1.219,0.204,0.564,10.79,4.32,8.408999999999999,0,STND,9444090
1979,9,11.588,11.223,11.119000000000002,10.503,10.515999999999998,9.912,9.415,10.321,1.807,1.207,0.104,0.494,10.63,4.45,8.961,0,STND,9444090
1979,10,11.653,11.32,11.192,10.574000000000002,10.583,9.97,9.482,10.403,1.838,1.222,0.131,0.488,10.51,4.47,8.94,0,STND,9444090
