Station ID,Station Name,Value,Variable,Download Timestamp
355001,Poulsbo.S,"This station is commonly called Poulsbo.S and the closest city is Poulsbo, Kitsap County, Washington.  The weather in Poulsbo is very similar to the observations made by the weather instruments and sensors of this station.  The coordinates of this station are latitude 47.66°, longitude -122.65°, elevation 121 ft. and can be viewed on the map.  The weather station was installed on February 26, 2013 and historical data are available from that date through June 24, 2019.  The most recent maintenance of the weather sensors at this station by the AgWeatherNet Team was conducted on  March 28, 2019.  The nearest stations are Seattle which is 16.7 miles away, Woodinvill which is 23.8 miles away and Chimacum which is 25.2 miles away.   If you would like more information about this weather station Poulsbo.S, historical reports, model predictions, weather projections, or access to run models and decisions aids using AgWeatherNet data, please register at our web site and log in.",Additional Info,2019-06-24 17:41
355001,Poulsbo.S,99999 inches,Air Pressure,2019-06-24 17:41
355001,Poulsbo.S,99999°F,Air Temperature,2019-06-24 17:41
355001,Poulsbo.S,99999°F,Dew Point,2019-06-24 17:41
355001,Poulsbo.S,121 feet,Elevation,2019-06-24 17:41
355001,Poulsbo.S,"February, 26 2013",Installation Date,2019-06-24 17:41
355001,Poulsbo.S,47.66°,Latitude,2019-06-24 17:41
355001,Poulsbo.S,99999 unity,Leaf wetness,2019-06-24 17:41
355001,Poulsbo.S,-122.65°,Longitude,2019-06-24 17:41
355001,Poulsbo.S,99999 inches,Precipitation (Today),2019-06-24 17:41
355001,Poulsbo.S,99999%,Relative Humidity,2019-06-24 17:41
355001,Poulsbo.S,99999 W/m2,Solar Radiation,2019-06-24 17:41
355001,Poulsbo.S,NA99999  mph,Wind,2019-06-24 17:41
